,package,description,category
139,,"['nhc', 'place', 'farragut', 'provides', 'professional', 'culture', 'comforting', 'supportive', 'environment', 'patient', 'family', 'rehabilitation', 'process', 'approach', 'healthcare', 'centered', 'holistic', 'individual', 'need', 'patient', 'regardless', 'age', 'diagnosis', 'customer', 'satisfaction', 'primary', 'focus', 'family', 'assured', 'loved', 'one', 'hand', 'people', 'care', 'well-being', 'nhc', 'place', 'farragut', 'health', 'care', 'center', 'total', 'bed', 'consisting', 'private', 'room', 'semi', 'private', 'room', 'facility', 'immaculately', 'decorated', 'rich', 'color', 'stylish', 'décor', 'room', 'provides', 'spacious', 'comfort', 'patient', 'state-of-the-art', 'equipment', 'high-speed', 'wireless', 'internet', 'service', 'blueray', 'player', 'service', 'provided', 'compassionate', 'caregiver', 'including', 'professional', 'nursing', 'physical', 'occupational', 'speech', 'therapist', 'physician', 'social', 'worker', 'discharge', 'planner', 'chef', 'dietitian', 'recreational/activity', 'staff', 'ensure', 'best', 'possible', 'care', 'team', 'health', 'care', 'professional', 'tailor', 'program', 'meet', 'patient', 'specific', 'need', 'whether', 'recovering', 'orthopedic', 'surgery', 'reconstruction', 'neurological', 'cardiovascular', 'trauma', 'spinal', 'cord', 'injury', 'musculoskeletal', 'condition', 'injury', 'therapy', 'need', 'short-term', 'intensive', 'let', 'u', 'make', 'recovery', 'rewarding', 'experience']",Health & fitness
143,,"['home', 'remedy', 'natural', 'tip', 'hair', 'care', 'home', 'remedy', 'natural', 'tip', 'hair', 'care', 'great', 'application', 'home', 'remedy', 'hair', 'problem', 'following', 'ayurvedic', 'method', 'home', 'make', 'sure', 'hair', 'damagefree', 'prevent', 'hairfalls', 'best', 'hair', 'wellness', 'various', 'home', 'remedy', 'suggested', 'tip', 'natural', 'black', 'hair', 'treatment', 'hair', 'problem', 'discussed', 'tip', 'mentioned', 'hindi', 'easy', 'understand', 'follow', 'application', 'home', 'remedy', 'dry', 'damaged', 'hair', 'powerful', 'home', 'remedy', 'hair', 'growth', 'work', 'wonder', 'home', 'remedy', 'hair', 'growth', 'top', 'home', 'remedy', 'home', 'remedy', 'dry', 'hair', 'top', 'home', 'remedy', 'home', 'remedy', 'hair', 'loss', 'top', 'home', 'remedy', 'home', 'remedy', 'smooth', 'shiny', 'hair', 'top', 'home', 'remedy', 'home', 'remedy', 'damaged', 'hair', 'top', 'home', 'remedy', 'home', 'remedy', 'frizzy', 'hair', 'top', 'home', 'remedy', 'natural', 'tip', 'make', 'hair', 'grow', 'faster', 'hair', 'fall', 'treatment', 'home', 'remedy', 'work', 'hair', 'treatment', 'damaged', 'hair', 'make', 'hair', 'grow', 'faster', 'longer', 'week', 'damaged', 'hair', 'repair', 'fix', 'hair', 'repairing', 'dry', 'hair', 'men', 'woman', 'hair', 'repair', 'cream', 'hair', 'wonder', 'dry', 'hair', 'treatment', 'natural', 'hair', 'growth', 'tip', 'home', 'remedy', 'getting', 'long', 'hair', 'hair', 'care', 'home', 'remedy', 'homemade', 'hair', 'treatment', 'dry', 'dull', 'frizzy', 'hair', 'hello', 'glow', 'natural', 'treatment', 'hair', 'loss', 'world', 'effective', 'remedy', 'thinning', 'hair', 'home', 'remedy', 'dry', 'hair', 'bring', 'lock', 'back', 'life', 'home', 'beauty', 'remedy', 'natural', 'hair', 'dry', 'skin', 'hair', 'care', 'tip', 'long', 'strong', 'hair', 'home', 'remedy', 'best', 'feature', 'hindi', 'language', 'hence', 'easy', 'understand', 'follow', 'best', 'feature', 'select', 'favorite', 'hair', 'remedy', 'either', 'bookmark', 'add', 'favorite', 'forget', 'give', 'feedback', 'pls', 'give', 'rating']",Health & fitness
187,,"['ayurvedic', 'upchar', 'home', 'treatment-', 'gharelu', 'nuske', 'best', 'way', 'heal', 'ayurvedic', 'way', 'application', 'ayurvedic', 'upchar', 'home', 'treatment-', 'gharelu', 'nuske', 'contains', 'many', 'ayurvedic', 'therapy', 'tip', 'treatment', 'medicine', 'described', 'hindi', 'trust', 'power', 'nature', 'install', 'right', 'ayurvedic', 'home', 'doctor', 'common', 'ailment', 'skin', 'care', 'beauty', 'tip', 'ultimate', 'resource', 'ayurvedic', 'home', 'remedy', 'bible', 'homeopathic', 'remedy', 'herb', 'filled', 'ancient', 'natural', 'remedy', 'giving', 'easy', 'follow', 'herbal', 'ingredient', 'many', 'common', 'ailment', 'skin', 'care', 'natural', 'beauty', 'tip', 'take', 'ayurved', 'ayurvedic', 'treatment', 'next', 'level', 'filled', 'ayurvedic', 'medicine', 'herb', 'ashwagandha', 'triphala', 'giving', 'detailed', 'homeopathy', 'alternative', 'medicine', 'also', 'filled', 'skin', 'care', 'beauty', 'tip', 'natural', 'face', 'mask', 'natural', 'beauty', 'supply', 'tip', 'acne', 'treatment', 'best', 'part', 'offer', 'ayurveda', 'home', 'remedy', 'health', 'beauty', 'tip', 'homeopathic', 'remedy', 'skin', 'care', 'much', 'absolutely', 'ayurvedic', 'medicine', 'home', 'remedy', 'also', 'called', 'ayurveda', 'world', 'oldest', 'medical', 'system', 'unawareness', 'people', 'natural', 'resource', 'make', 'ayurvedic', 'medicine', 'ayurvedic', 'useful', 'information', 'home', 'remedy', 'useful', 'herb', 'herb', 'treatment', 'disease', 'information', 'would', 'provide', 'detailed', 'option', 'help', 'treatment', 'several', 'disease', 'natural', 'safe', 'medicine', 'tell', 'make', 'ayurvedic', 'medicine', 'home', 'general', 'disease', '.if', 'pls', 'give', 'u', 'feedback', 'forget', 'rate']",Health & fitness
222,,"['rog', 'pehchane', 'upchar', 'jane-', 'symptom', 'remedy', 'rog', 'pehchane', 'upchar', 'jane-', 'symptom', 'remedy', 'contains', 'various', 'disease', 'symptom', 'treatment', 'learn', 'disease', 'medical', 'condition', 'test', 'relate', 'drug', 'medication', 'help', 'u', 'easily', 'identify', 'disease', 'symptom', 'give', 'treatment', 'also', 'explains', 'precaution', 'take', 'disease', 'ayurvedic', 'treatment', 'healthy', 'life', 'ayurvedic', 'medicine', 'natural', 'beauty', 'therapy', 'ayurved', 'living', 'stay', 'healthy', 'doctor', 'small', 'disease', 'bimari', 'ke', 'upchar', 'help', 'doctor', 'would', 'think', 'sickness', 'disease', 'easily', 'know', 'guide', 'different', 'illness', 'hindi', 'conclusion', 'cure', 'side', 'effect', 'treatment', 'bimari', 'ke', 'upchar', 'solution', 'different', 'disease', 'pet', 'dard', 'sir', 'dard', 'khasi', 'bukhar', 'jhukham', 'madhumeh', 'diabetes', 'many', 'best', 'feature', 'hindi', 'language', 'easily', 'follow', 'methodology', 'provided', 'best', 'identify', 'disease', 'know', 'treatment', 'remedy', 'suggested', 'application', 'natural', 'ayurvedic', 'ingredient', 'commonly', 'available', 'based', 'ayurveda', 'find', 'solution', 'many', 'disease', 'home', 'cost', 'pls', 'give', 'u', 'feedback', 'please', 'rate']",Health & fitness
236,,"['diabetic', 'cookbook-', 'sugar', 'recipe', 'diabetic', 'offline', 'application', 'hindi', 'easy', 'make', 'recipe', 'suffering', 'diabetic', 'perfect', 'favorite', 'recipe', 'longed', 'eat', 'cud', 'nt', 'diabetic', 'follow', 'recipe', 'guide', 'enjoy', 'favorite', 'food', 'low', 'calorie', 'sugarfree', 'diabetes', 'sugarfree', 'recipe', 'best', 'diabetic', 'cake', 'recipe', 'recipe', 'recipe', 'healthy', 'living', 'described', 'sugar-free', 'dessert', 'recipe', 'sugar-free', 'recipe', 'recipe', 'index', 'go', 'favorite', 'recipe', 'diabetic', 'recipe', 'tasty', 'diabetic-friendly', 'recipe', 'sugar', 'diabetic', 'friendly', 'recipe', 'amazing', 'sugar-free', 'cake', 'recipe', 'living', 'sweet', 'moment', 'sugar', 'cookie', 'recipe', 'diabetic', 'sugar', 'cake', 'recipe', 'suikervrije', 'cake', 'diabetes', 'sugarfree', 'recipe', 'recipe', 'finder', 'enjoy', 'food', 'dessert', 'calorie', 'sweetener', 'sugar', 'substitute', 'sugar', 'recipe', 'recipe', 'diabetic', 'friendly', 'cake', 'recipe', 'recipe', 'diabetic', 'recipe', 'recipe', 'diabetes', 'patient', 'diabetic', 'dessert', 'recipe', 'diabetic', 'indian', 'dessert', 'recipe', 'recipe', 'diabetes', 'maintaining', 'health', 'sugar', 'dessert', 'diabetic', 'diabetic', 'dessert', 'diabetic', 'cake', 'baking', 'diabetes-friendly', 'cake', 'sugar', 'cake', 'recipe', 'diabetes', 'sugarfree', 'recipe', 'forget', 'give', 'feedback', 'pls', 'give', 'rating']",Health & fitness
271,,"['acne', 'common', 'skin', 'disorder', 'quite', 'annoying', 'acne', 'treated', 'proper', 'medication', 'skincare', 'however', 'acne', 'leaf', 'behind', 'mark', 'scar', 'ruin', 'beauty', 'skin', 'remove', 'scar', 'usual', 'skin', 'cream', 'available', 'market', 'people', 'opt', 'laser', 'scar', 'removal', 'order', 'rid', 'scar', 'fortunately', 'certain', 'natural', 'remedy', 'rid', 'acne', 'scar', 'without', 'side', 'effect', 'listed', 'home', 'remedy', 'remove', 'facial', 'scar', 'however', 'patience', 'follow', 'step', 'certain', 'number', 'day', 'order', 'desired', 'resul']",Health & fitness
275,,"['contains', 'yogasana', 'better', 'health', 'fitness', 'useful', 'fitness']",Health & fitness
278,,"['simple', 'application', 'cleaning', 'built-in', 'tile', 'microsoft', 'band', 'start', 'check', 'setting', 'select', 'predefined', 'tile', 'purge', 'press', 'purge', 'tile', 'band', 'button', 'main', 'also', 'cortana', 'clean', 'band', 'activate', 'cortana', 'band', 'phone', 'say', ""'band"", 'clean', ""'purge"", 'band', 'clean']",Health & fitness
290,,"['squat', ""'ll"", 'work', 'butt', 'look', 'hot', 'behind', 'booty-boosting', 'exercise', 'strengthen', 'junk', 'trunk', 'thanks', 'super', 'toning', 'tweak', 'traditional', 'squat']",Health & fitness
293,,"['get-rid-of-your-man-boobs', 'workout']",Health & fitness
313,,"['bombshell', 'hit', 'far', 'charming', 'figure', 'skinny', ""'re"", 'screaming', 'every', 'year', 'fight', 'back', 'modify', 'ui', 'optimize', 'structure', 'adding', 'online', 'video', 'waiting', 'along', 'fitness', 'wife', 'attractive', 'figure', 'find', 'several', 'fitness', 'posture', 'directly', 'go', 'phone', 'open', 'phone', 'take', 'convenient', 'practical', 'exercise', 'automatically', 'recorded', 'health', 'history', 'easily', 'see', 'practicing', 'save', 'health', 'record', 'record', 'question', 'please', 'feel']",Health & fitness
317,,"['list', 'workout', 'swimmer', 'level', 'browse', 'list', 'mark', 'favorite', 'hit', 'pool', 'swim']",Health & fitness
318,,"['giving', 'best', 'way', 'lose', 'belly', 'fat', 'fast', 'naturally', 'truly', 'work', ""'ll"", 'learn', 'belly', 'fat', 'reduce', 'tummy', 'food', 'reduce', 'belly', 'fat', 'yoga', 'asana', 'reduce', 'belly', 'video', 'also', 'try', 'best', 'update', 'best', 'tip', 'reduce', 'belly', 'fat', 'naturally', 'anyone', 'find', 'spam', 'please', 'report', 'u', 'would', 'definitely', 'take', 'issue', 'seriously']",Health & fitness
345,,"['know', 'well', ""'re"", 'daily', 'basis', 'achieving', 'calorie', 'burn', 'goal', 'connect', 'band', 'periodically', 'pace', 'match', 'goal', ""'ve"", 'set', 'also', 'includes', 'live', 'tile', 'change', 'color', 'based', 'current', 'pace']",Health & fitness
361,,"['biceps', 'exercise', 'guide', 'photo', 'instruction', 'big', 'arm', 'people', 'commonly', 'refer', 'biceps', 'actually', 'two', 'distinct', 'muscle', 'biceps', 'brachii', 'brachialis', 'muscle', 'run', 'along', 'front', 'upper', 'arm', 'shoulder', 'elbow', 'biceps', 'brachii', 'responsible', 'ball-like', 'head', 'biceps', 'brachalis', 'larger', 'two', 'located', 'underneath', 'biceps', 'brachii', 'muscle', 'make', 'biceps', 'flex', 'elbow', 'addition', 'biceps', 'brachii', 'help', 'supinate', 'forearm', 'helpful', 'swinging', 'racquet', 'sport', 'racquetball', 'tennis']",Health & fitness
363,,"['forearm', 'exercise', 'guide', 'photo', 'instruction', 'big', 'arm', 'forearm', 'muscle', 'elbow', 'wrist', 'forearm', 'consist', 'three', 'smaller', 'muscle', 'group', 'brachioradialis', 'flexor', 'extensor', 'brachioradialis', 'extensor', 'make', 'front', 'part', 'forearm', 'extend', 'move', 'back', 'hand', 'toward', 'forearm', 'also', 'extend', 'finger', 'flexor', 'make', 'back', 'underside', 'inner', 'part', 'forearm', 'flex', 'move', 'palm', 'toward', 'forearm', 'move', 'finger', 'forearm', 'control', 'gripping', 'strength', 'activity', 'swinging', 'golf', 'club', 'baseball', 'bat', 'throwing', 'ball', 'climbing', 'forearm', 'also', 'fine', 'motor', 'skill', 'drawing', 'playing', 'piano']",Health & fitness
377,,"['welcome', 'bmiuz', 'tool', 'help', 'keep', 'track', 'true', 'body', 'mass', 'index', 'value', 'tool', 'helping', 'keep', 'bmi', 'within', 'reasonable', 'limit', 'one', 'entire', 'lifespan', 'modern', 'lifestyle', 'gaining', 'control', 'one', 'bmi', 'value', 'toward', 'value', 'work', 'best', 'body', 'accordance', 'accurate', 'honest', 'input', 'height', 'weight', 'measurement', 'course', 'bmiuz', 'adjusted', 'bmi', 'calculation', 'following', 'formula', 'presented', 'professor', 'nick', 'trefethen', 'head', 'oxford', 'numerical', 'analysis', 'group', 'formula', 'take', 'account', 'original', 'formula', 'left', 'million', 'short', 'people', 'think', 'thinner', 'million', 'tall', 'people', 'think', 'fatter', 'therefore', 'everyone', 'using', 'bmiuz', 'closer', 'accurate', 'bmi', 'value', 'ever', 'science', 'breach', 'clear', 'finding', 'area', 'expertise', 'assured', 'bmiuz', 'keep', 'using', 'latest', 'correct', 'formula', 'calculating', 'one', 'bmi', 'priority', 'bringing', 'true', 'health', 'reference', 'word', 'bmiuz', 'hope', 'continue', 'tool', 'keeping', 'accurate', 'bmi', 'measurement', 'close', 'hand', 'future', 'need']",Health & fitness
378,,"['prevent', 'relieve', 'ebola', 'instantly', 'without', 'medication', 'using', 'traditional', 'chinese', 'massage', 'point', 'easily', 'find', 'right', 'massage', 'point', 'simple', 'full', 'hd', 'videoclips', 'photo', 'never', 'forget', 'massage', 'built-in', 'reminder', 'short', 'acupressure', 'provides', 'maximum', 'benefit', 'without', 'dangerous', 'side', 'effect', 'associated', 'many', 'approach', 'conventional', 'medicine', '-william', 'michael', 'cargile', 'b.s.', 'd.c.', 'f.i.a.c.a.', 'chairman', 'research', 'american', 'association', 'acupuncture', 'oriental', 'medicine', 'anti-ebola-acupressure', 'perfectly', 'suitable', 'immediate', 'benefit', 'spend', 'time', 'visiting', 'doctor', 'spend', 'considerable', 'amount', 'money', 'danger', 'hurt', 'hurt', 'child', 'infected', 'experiencing', 'pain', 'massage', 'point', 'gently', 'finger', 'right', 'relieve', 'ebola', 'virus', 'easy-to-find', 'massage', 'point', 'day', 'next', 'day', 'overall', 'order', 'point', 'personally', 'developed', 'maximize', 'treatment', 'effect', 'reminded', 'every', 'day', 'order', 'miss', 'massage', 'maximize', 'treatment', 'effect', 'massage', 'point', 'offered', 'especially', 'effective', 'easy', 'find', 'someone', 'else', 'assistance', 'could', 'significantly', 'boost', 'immune', 'system', 'greatly', 'reduce', 'risk', 'catching', 'deadly', 'ebola', 'virus', 'much', 'confident', 'happy', 'always', '-mrs.', 'muenter', 'manager', 'bmw', 'germany', 'thousand', 'done', 'already', 'download', 'device', 'work', 'also', 'without', 'internet', 'connection', 'plane', 'abroad', 'train', 'etc', 'fun', 'dr.', 'bargak', 'question', 'feel', 'touch', 'facebook', '//www.facebook.com/pages/dr-jakob-bargak/162860007105206', 'twitter', '//twitter.com/drbargak', 'e-mail', 'doktorbargak', 'gmail.com']",Health & fitness
411,,"['body', 'mass', 'index', 'bmi', 'calculator', 'bmi', 'measurement', 'body', 'fat', 'based', 'height', 'weight', 'applies', 'men', 'woman', 'age', 'year', 'bmi', 'used', 'indicate', 'overweight', 'obese', 'underweight', 'normal', 'healthy', 'bmi', 'score', 'score', 'indicates', 'may', 'underweight', 'value', 'indicates', 'may', 'overweight']",Health & fitness
